,match_id,batting_team,bowling_team,runs_x,current_score,wickets_left,crr,city,runs_y,balls_left,last_five
11419,144,Bangladesh,West Indies,1,9,10,6.0,Lauderhill,184,111,25.0
54620,809,Pakistan,South Africa,1,31,9,5.03,Cape Town,176,83,25.0
36993,586,Pakistan,New Zealand,1,138,4,7.39,Dubai,161,8,24.0
33036,550,West Indies,Australia,1,89,4,6.07,Sydney,138,32,23.0
26533,482,India,Pakistan,1,141,5,7.55,Johannesburg,157,8,48.0
50499,747,South Africa,Australia,0,0,10,0.0,Centurion,128,116,52.0
21500,434,Pakistan,New Zealand,4,36,6,4.8,Auckland,153,75,52.0
41961,648,New Zealand,Bangladesh,0,19,9,4.96,Pallekele,191,97,51.0
5099,68,New Zealand,West Indies,1,181,9,12.2,Mount Maunganui,243,31,53.0
23578,454,South Africa,India,2,26,9,5.57,Johannesburg,126,92,54.0
60454,894,South Africa,Sri Lanka,1,109,8,7.88,Cape Town,169,37,58.0
17468,244,New Zealand,India,1,109,6,6.81,Auckland,132,24,56.0
24750,468,New Zealand,India,1,99,5,7.42,Johannesburg,190,40,55.0
19280,304,England,Australia,1,63,9,8.59,Southampton,162,76,54.0
3840,54,Bangladesh,Sri Lanka,1,112,5,7.3,Colombo,155,28,51.0
27020,487,New Zealand,South Africa,0,3,10,3.6,Johannesburg,129,115,51.0
20975,422,Australia,India,0,47,10,10.85,Sydney,194,94,51.0
21890,440,South Africa,England,0,95,8,8.03,Cape Town,179,49,49.0
22548,445,South Africa,New Zealand,1,120,3,6.92,Johannesburg,133,16,47.0
23402,452,New Zealand,Sri Lanka,0,133,6,8.67,Wellington,162,28,45.0
38661,612,India,South Africa,1,83,8,8.03,Durban,168,58,46.0
26965,486,Australia,India,0,96,8,8.0,Mumbai,166,48,46.0
34935,570,West Indies,India,0,13,10,4.33,Barbados,169,102,48.0
15387,222,Australia,South Africa,1,116,7,9.41,Johannesburg,196,46,55.0
17355,243,New Zealand,India,1,179,6,10.33,Auckland,203,16,55.0
26473,482,India,Pakistan,1,58,8,6.44,Johannesburg,157,66,55.0
12214,152,New Zealand,India,0,56,6,6.0,Auckland,158,64,47.0
37577,599,Pakistan,England,0,60,6,5.22,Dubai,129,51,46.0
47561,711,New Zealand,England,1,19,9,4.38,Wellington,139,94,43.0
26517,482,India,Pakistan,1,114,6,7.05,Johannesburg,157,23,47.0
52926,792,West Indies,Bangladesh,1,116,8,7.91,Mirpur,171,32,48.0
35388,573,New Zealand,England,1,125,7,7.5,St Lucia,149,20,48.0
8010,97,India,Sri Lanka,0,150,7,8.74,Colombo,174,17,53.0
26246,480,New Zealand,Pakistan,1,79,8,6.49,Cape Town,143,47,54.0
7034,88,India,South Africa,0,22,9,8.25,Centurion,188,104,54.0
54224,806,South Africa,India,0,13,9,8.67,Mirpur,172,111,59.0
57571,836,Pakistan,Sri Lanka,1,151,7,8.63,Colombo,175,15,60.0
31528,538,New Zealand,West Indies,1,77,7,7.11,Auckland,155,55,61.0
12232,152,New Zealand,India,1,98,6,7.95,Auckland,158,46,58.0
29048,509,India,Bangladesh,1,83,9,8.03,Nottingham,180,58,64.0
22236,443,England,Australia,1,52,8,8.0,Southampton,179,81,69.0
51273,765,New Zealand,West Indies,4,45,9,9.0,Auckland,189,90,64.0
43220,660,New Zealand,England,0,1,10,2.0,Pallekele,148,117,58.0
14536,195,Sri Lanka,Australia,1,63,8,6.52,Melbourne,142,62,56.0
42235,651,West Indies,Australia,0,8,10,6.86,Colombo,191,113,55.0
32149,543,South Africa,England,1,133,10,12.87,Centurion,241,58,55.0
29561,517,Sri Lanka,West Indies,0,124,9,9.92,Nottingham,192,45,55.0
24315,465,India,Pakistan,0,10,8,3.53,Durban,141,103,56.0
2857,34,New Zealand,England,1,168,7,9.51,Wellington,196,14,56.0
38613,612,India,South Africa,1,18,10,7.71,Durban,168,106,56.0
9794,130,South Africa,Pakistan,1,71,9,8.35,Cape Town,192,69,52.0
10032,132,Pakistan,South Africa,1,53,8,8.15,Centurion,168,81,57.0
12736,156,Pakistan,Australia,1,89,9,7.12,Dubai,147,45,54.0
51690,770,Sri Lanka,England,1,101,6,7.58,London,183,40,58.0
8509,101,India,Bangladesh,4,131,9,8.02,Colombo,176,22,58.0
48094,715,Australia,Sri Lanka,4,76,7,6.08,Sydney,137,45,58.0
58552,867,England,Pakistan,0,114,6,6.98,Dubai,160,22,59.0
40672,630,New Zealand,South Africa,0,114,7,7.77,Hamilton,173,32,62.0
2354,27,West Indies,Pakistan,1,89,5,5.13,Abu Dhabi,103,16,57.0
5263,70,Pakistan,New Zealand,0,18,10,9.0,Auckland,201,108,57.0
24426,466,New Zealand,Sri Lanka,2,3,10,3.6,Johannesburg,164,115,60.0
5013,68,New Zealand,West Indies,6,16,10,13.71,Mount Maunganui,243,113,64.0
7063,88,India,South Africa,2,56,7,7.64,Centurion,188,76,63.0
29805,520,Sri Lanka,Pakistan,1,89,9,8.48,London,150,57,50.0
63117,927,India,West Indies,0,63,9,8.22,Mumbai,192,74,51.0
29218,511,England,Pakistan,0,156,5,9.27,London,185,19,51.0
35654,575,West Indies,Australia,0,105,1,5.58,St Lucia,105,7,51.0
23599,454,South Africa,India,0,41,6,5.12,Johannesburg,126,72,42.0
43987,666,Pakistan,Australia,2,21,9,4.85,Colombo,149,94,40.0
38487,609,Pakistan,South Africa,3,12,9,5.54,Abu Dhabi,120,107,41.0
1960,24,West Indies,India,1,101,4,7.39,Lauderhill,143,38,42.0
22808,447,Sri Lanka,England,1,159,2,8.22,Southampton,163,4,39.0
33146,551,Australia,Pakistan,1,85,4,6.8,Melbourne,127,45,38.0
35742,576,Sri Lanka,England,0,81,6,5.65,St Lucia,128,34,31.0
43751,664,West Indies,New Zealand,6,59,8,9.57,Pallekele,139,83,28.0
50653,748,Pakistan,South Africa,0,15,7,2.65,Dubai,98,86,25.0
38543,609,Pakistan,South Africa,1,56,5,5.01,Abu Dhabi,120,53,25.0
5345,70,Pakistan,New Zealand,1,137,8,9.13,Auckland,201,30,25.0
5344,70,Pakistan,New Zealand,1,136,8,9.17,Auckland,201,31,25.0
17729,246,India,New Zealand,0,143,2,8.02,Wellington,165,13,29.0
60740,907,England,West Indies,4,175,6,8.97,Mumbai,182,3,30.0
19627,307,England,Pakistan,1,19,9,4.75,Manchester,131,96,31.0
4723,65,Sri Lanka,India,1,45,9,12.86,Colombo,170,99,29.0
47332,709,England,New Zealand,6,70,9,10.24,Auckland,214,79,30.0
40257,625,Australia,India,0,56,9,8.4,Sydney,171,80,30.0
23122,450,South Africa,Australia,6,81,9,8.38,Johannesburg,201,62,29.0
29305,513,Australia,Sri Lanka,1,74,7,6.73,Nottingham,159,54,28.0
30440,526,England,West Indies,2,116,7,7.82,London,161,31,30.0
46536,699,New Zealand,England,2,158,8,10.42,London,201,29,33.0
40315,625,Australia,India,1,138,7,8.54,Sydney,171,23,33.0
27069,487,New Zealand,South Africa,4,62,7,7.29,Johannesburg,129,69,34.0
19902,309,Pakistan,England,1,109,8,8.96,Manchester,190,47,36.0
58350,866,Australia,India,1,35,9,8.75,Sydney,197,96,40.0
29190,511,England,Pakistan,0,115,8,9.32,London,185,46,35.0
45366,690,South Africa,India,0,65,9,9.07,Johannesburg,219,77,36.0
15328,222,Australia,South Africa,1,37,9,11.1,Johannesburg,196,100,40.0
44578,671,West Indies,England,1,1,10,6.0,Nottingham,172,119,39.0
50802,749,South Africa,Pakistan,2,64,9,6.74,Dubai,150,63,40.0
34435,566,Australia,India,1,17,10,5.1,Barbados,184,100,40.0
8708,103,Bangladesh,India,1,61,7,7.32,Colombo,166,70,37.0
10397,135,South Africa,Sri Lanka,0,25,10,5.77,Johannesburg,198,94,36.0
54197,805,Sri Lanka,West Indies,0,124,5,7.09,Mirpur,160,15,36.0
19421,305,Australia,England,6,68,7,6.38,Southampton,157,56,38.0
50827,749,South Africa,Pakistan,1,110,9,8.05,Dubai,150,38,58.0
2979,35,New Zealand,Australia,1,212,8,12.59,Auckland,243,19,58.0
22777,447,Sri Lanka,England,2,120,4,8.28,Southampton,163,33,63.0
55786,821,New Zealand,Pakistan,1,60,7,6.43,Dubai,135,64,68.0
34691,568,New Zealand,Pakistan,1,35,9,8.4,Barbados,133,95,69.0
56990,832,South Africa,Bangladesh,1,36,10,9.39,Mirpur,169,97,66.0
42808,656,New Zealand,Sri Lanka,1,105,8,7.97,Pallekele,174,41,69.0
42578,653,India,England,4,129,7,7.82,Colombo,170,21,72.0
51204,752,Sri Lanka,Pakistan,0,133,8,9.28,Dubai,211,34,66.0
19822,308,Pakistan,England,1,189,7,9.86,Manchester,195,5,63.0
25021,470,South Africa,England,1,105,4,6.49,Cape Town,154,23,65.0
8189,99,Sri Lanka,Bangladesh,0,56,9,12.44,Colombo,214,93,62.0
64374,960,Sri Lanka,Pakistan,1,118,8,7.3,Mirpur,150,23,63.0
40353,626,Australia,India,0,19,9,8.14,Melbourne,131,106,65.0
13073,159,New Zealand,Pakistan,0,56,8,8.0,Dubai,153,78,66.0
62381,921,New Zealand,Bangladesh,0,57,9,6.58,Kolkata,145,68,67.0
21366,432,New Zealand,West Indies,4,75,8,8.04,Mount Maunganui,238,64,66.0
54690,809,Pakistan,South Africa,0,152,7,8.77,Cape Town,176,16,68.0
23181,450,South Africa,Australia,1,185,7,9.65,Johannesburg,201,5,66.0
43667,663,Pakistan,India,1,83,5,6.73,Colombo,128,46,66.0
46294,697,India,England,1,128,5,7.84,Mumbai,177,22,65.0
47629,711,New Zealand,England,1,100,5,6.38,Wellington,139,26,66.0
52740,790,South Africa,New Zealand,0,22,9,5.08,Chittagong,170,94,65.0
43314,660,New Zealand,England,4,101,6,6.52,Pallekele,148,27,68.0
19732,308,Pakistan,England,1,41,10,8.48,Manchester,195,91,64.0
64070,957,Sri Lanka,India,0,31,8,5.17,Mirpur,138,84,65.0
47865,713,Pakistan,Australia,1,99,7,6.75,Dubai,151,32,59.0
59656,876,Pakistan,New Zealand,4,126,6,8.04,Auckland,171,26,54.0
39446,618,Pakistan,South Africa,1,98,2,5.71,Abu Dhabi,119,17,53.0
31984,542,England,South Africa,0,25,8,6.52,Johannesburg,202,97,51.0
40504,629,South Africa,New Zealand,0,45,7,6.14,Wellington,147,76,50.0
43359,661,West Indies,Sri Lanka,0,12,10,4.24,Pallekele,129,103,45.0
22704,447,Sri Lanka,England,0,25,10,8.82,Southampton,163,103,45.0
53771,802,Sri Lanka,New Zealand,1,50,7,5.88,Chittagong,119,69,45.0
52601,789,West Indies,India,0,5,10,1.67,Mirpur,129,102,43.0
38622,612,India,South Africa,1,28,9,7.3,Durban,168,97,38.0
56427,826,South Africa,Australia,0,60,6,4.8,Melbourne,101,45,41.0
34493,566,Australia,India,1,128,9,9.85,Barbados,184,42,40.0
35639,575,West Indies,Australia,0,93,1,5.64,St Lucia,105,21,43.0
1828,23,West Indies,India,6,180,9,14.03,Lauderhill,245,43,37.0
27911,497,Australia,England,2,3,10,6.0,Manchester,145,117,37.0
12916,158,Pakistan,New Zealand,0,8,10,4.8,Abu Dhabi,148,110,37.0
35989,578,Australia,England,6,65,6,5.27,Barbados,147,46,31.0
59722,877,Pakistan,New Zealand,0,34,8,5.51,Hamilton,168,83,32.0
29560,517,Sri Lanka,West Indies,1,124,10,10.05,Nottingham,192,46,34.0
54137,805,Sri Lanka,West Indies,1,52,7,6.93,Mirpur,160,75,34.0
22811,447,Sri Lanka,England,2,163,1,8.22,Southampton,163,1,35.0
47832,713,Pakistan,Australia,1,56,9,6.11,Dubai,151,65,38.0
7257,89,India,South Africa,4,161,5,8.47,Cape Town,172,6,36.0
6691,85,Sri Lanka,Pakistan,0,48,9,6.0,Abu Dhabi,124,72,37.0
19930,309,Pakistan,England,1,156,7,9.45,Manchester,190,21,38.0
24999,470,South Africa,England,1,88,7,7.04,Cape Town,154,45,38.0
23681,455,West Indies,England,4,13,10,8.67,London,208,111,38.0
14482,195,Sri Lanka,Australia,1,3,10,3.6,Melbourne,142,115,40.0
42637,655,Bangladesh,Pakistan,0,49,9,9.48,Pallekele,175,89,41.0
23213,451,Australia,England,1,35,9,8.4,Sydney,221,95,34.0
6901,87,India,South Africa,1,24,9,12.0,Johannesburg,203,108,33.0
22347,444,Australia,New Zealand,1,51,7,11.77,Auckland,214,94,31.0
43270,660,New Zealand,England,1,48,7,5.65,Pallekele,148,69,28.0
28906,508,Australia,West Indies,1,47,7,6.27,London,169,75,30.0
30931,531,Sri Lanka,West Indies,1,98,7,6.53,London,158,30,30.0
2941,35,New Zealand,Australia,0,132,9,12.38,Auckland,243,56,29.0
40446,626,Australia,India,4,119,5,6.87,Melbourne,131,16,32.0
15373,222,Australia,South Africa,0,99,8,9.9,Johannesburg,196,60,33.0
54429,807,India,Sri Lanka,0,95,8,6.33,Mirpur,130,30,38.0
43465,662,South Africa,Australia,0,0,9,0.0,Colombo,146,117,43.0
63946,955,Bangladesh,Sri Lanka,1,42,7,6.81,Mirpur,147,83,41.0
12113,151,New Zealand,India,1,141,8,10.44,Wellington,219,39,42.0
52187,785,Pakistan,India,1,103,6,6.0,Mirpur,130,17,41.0
54151,805,Sri Lanka,West Indies,0,64,7,6.51,Mirpur,160,61,41.0
30422,526,England,West Indies,1,98,8,8.28,London,161,49,34.0
5446,71,Pakistan,New Zealand,1,82,8,7.57,Mount Maunganui,181,55,33.0
64143,957,Sri Lanka,India,1,114,3,6.39,Mirpur,138,13,31.0
34103,563,Australia,Bangladesh,1,54,6,5.4,Barbados,141,60,31.0
63702,951,India,Bangladesh,2,21,9,5.04,Mirpur,166,95,31.0
42938,657,West Indies,England,1,119,8,8.4,Pallekele,179,35,31.0
34844,569,England,South Africa,0,74,9,8.88,Barbados,168,70,31.0
64521,963,Australia,Sri Lanka,0,57,10,12.21,Pallekele,263,92,31.0
47971,714,Australia,Pakistan,2,114,9,9.5,Dubai,168,48,31.0
41405,640,Pakistan,England,4,96,5,6.62,Dubai,144,33,33.0
27316,489,England,New Zealand,1,78,7,9.18,Auckland,184,69,32.0
28207,499,Australia,South Africa,1,92,5,6.49,Johannesburg,166,35,33.0
34319,565,South Africa,New Zealand,4,33,10,8.25,Barbados,170,96,32.0
25502,474,Sri Lanka,Bangladesh,0,90,6,6.43,Johannesburg,147,36,29.0
30535,528,Sri Lanka,New Zealand,0,80,8,8.0,Nottingham,158,60,29.0
48436,719,New Zealand,Sri Lanka,0,20,6,2.67,Pallekele,74,75,31.0
60164,880,West Indies,Sri Lanka,0,138,6,8.28,Colombo,162,20,34.0
59590,876,Pakistan,New Zealand,0,33,9,7.07,Auckland,171,92,34.0
39299,617,India,England,0,117,6,8.46,Manchester,165,37,33.0
42040,648,New Zealand,Bangladesh,1,143,8,8.5,Pallekele,191,19,32.0
6597,84,Sri Lanka,Pakistan,1,66,6,6.0,Abu Dhabi,102,54,27.0
34538,567,Sri Lanka,West Indies,1,1,10,3.0,Barbados,195,118,27.0
5159,69,Pakistan,New Zealand,0,17,7,3.64,Wellington,105,92,28.0
23584,454,South Africa,India,0,31,8,5.47,Johannesburg,126,86,27.0
43105,659,India,Australia,1,11,10,6.6,Colombo,140,110,28.0
61166,911,South Africa,England,0,114,9,12.91,Mumbai,229,67,29.0
10881,139,Australia,India,1,106,6,6.99,Sydney,164,29,31.0
51837,771,New Zealand,Bangladesh,6,175,8,10.19,Mirpur,204,17,32.0
33109,551,Australia,Pakistan,2,54,9,8.1,Melbourne,127,80,31.0
25817,477,Sri Lanka,Australia,1,12,7,3.6,Cape Town,101,100,32.0
45358,690,South Africa,India,4,55,9,9.43,Johannesburg,219,85,37.0
64321,960,Sri Lanka,Pakistan,4,55,10,7.5,Mirpur,150,76,35.0
14663,196,Pakistan,Australia,1,71,7,6.55,Sydney,107,55,34.0
52545,788,Pakistan,Australia,1,131,7,9.36,Mirpur,191,36,32.0
21877,440,South Africa,England,1,84,8,8.69,Cape Town,179,62,28.0
32640,547,New Zealand,Sri Lanka,0,66,8,6.29,Colombo,141,57,31.0
59486,875,Sri Lanka,New Zealand,1,43,7,5.27,Auckland,142,71,33.0
56691,828,England,South Africa,1,106,4,6.62,Cape Town,134,24,32.0
26063,479,India,South Africa,4,19,10,6.71,Durban,153,103,32.0
46205,697,India,England,2,10,9,4.29,Mumbai,177,106,31.0
6606,84,Sri Lanka,Pakistan,0,68,3,5.44,Abu Dhabi,102,45,32.0
17423,244,New Zealand,India,4,68,9,8.0,Auckland,132,69,35.0
58681,868,England,Pakistan,1,139,5,8.1,Dubai,172,17,35.0
30400,526,England,West Indies,1,69,8,8.28,London,161,70,36.0
53095,795,Australia,West Indies,6,11,10,6.6,Mirpur,178,110,35.0
34329,565,South Africa,New Zealand,4,46,9,8.12,Barbados,170,86,35.0
725,11,New Zealand,Bangladesh,1,129,7,8.23,Mount Maunganui,194,26,38.0
56960,831,South Africa,Bangladesh,1,144,6,7.51,Mirpur,148,5,43.0
21226,431,West Indies,New Zealand,0,58,9,17.4,Auckland,180,100,43.0
39536,619,West Indies,Pakistan,0,100,9,8.22,St Lucia,150,47,39.0
6928,87,India,South Africa,4,78,8,12.65,Johannesburg,203,83,37.0
17345,243,New Zealand,India,6,158,7,10.09,Auckland,203,26,40.0
40491,629,South Africa,New Zealand,1,36,8,6.97,Wellington,147,89,37.0
48993,734,South Africa,Sri Lanka,0,12,8,3.13,Colombo,115,97,35.0
33422,554,Afghanistan,India,1,109,3,5.69,St Lucia,115,5,40.0
48161,716,Sri Lanka,Australia,0,15,9,5.0,Melbourne,161,102,38.0
5238,69,Pakistan,New Zealand,1,86,2,4.91,Wellington,105,15,38.0
56834,829,England,South Africa,1,166,3,8.97,Johannesburg,171,9,40.0
21915,440,South Africa,England,2,130,7,8.39,Cape Town,179,27,46.0
46303,697,India,England,2,155,5,8.69,Mumbai,177,13,46.0
5023,68,New Zealand,West Indies,1,28,10,9.88,Mount Maunganui,243,103,18.0
49660,739,Australia,England,2,96,8,8.86,Sydney,195,55,25.0
23680,455,West Indies,England,0,9,10,6.75,London,208,112,28.0
2057,25,West Indies,Pakistan,0,44,5,4.63,Dubai,115,63,31.0
1882,24,West Indies,India,0,7,10,6.0,Lauderhill,143,113,28.0
45089,676,West Indies,Australia,4,15,10,6.92,St Lucia,150,107,28.0
48218,716,Sri Lanka,Australia,1,76,7,6.25,Melbourne,161,47,28.0
36884,586,Pakistan,New Zealand,0,0,10,0.0,Dubai,161,115,28.0
49673,739,Australia,England,6,117,8,9.12,Sydney,195,43,28.0
24907,469,Bangladesh,Australia,0,114,4,6.33,Cape Town,123,12,28.0
55837,821,New Zealand,Pakistan,1,123,5,7.03,Dubai,135,15,29.0
15570,224,Australia,South Africa,1,13,10,9.75,Cape Town,193,112,29.0
41697,643,West Indies,Bangladesh,0,11,10,5.08,Mirpur,132,107,29.0
41303,639,Sri Lanka,Pakistan,1,132,6,7.62,Abu Dhabi,141,16,30.0
41718,643,West Indies,Bangladesh,4,34,9,6.38,Mirpur,132,88,33.0
60159,880,West Indies,Sri Lanka,1,134,6,8.46,Colombo,162,25,34.0
50758,749,South Africa,Pakistan,1,21,10,9.69,Dubai,150,107,34.0
7240,89,India,South Africa,1,131,6,8.1,Cape Town,172,23,33.0
44116,667,India,South Africa,6,36,8,6.75,Colombo,152,88,28.0
19620,307,England,Pakistan,1,13,9,4.59,Manchester,131,103,33.0
930,13,South Africa,England,1,56,7,6.11,Southampton,142,65,27.0
25281,472,New Zealand,England,0,145,2,8.13,Durban,164,13,26.0
50778,749,South Africa,Pakistan,1,43,9,7.82,Dubai,150,87,26.0
25839,477,Sri Lanka,Australia,1,28,6,4.1,Cape Town,101,79,26.0
12367,153,New Zealand,India,2,138,8,10.1,Hamilton,212,38,25.0
35288,573,New Zealand,England,0,0,10,0.0,St Lucia,149,118,26.0
54897,811,Bangladesh,Sri Lanka,1,62,4,5.72,Chittagong,120,55,26.0
23535,453,Sri Lanka,New Zealand,0,101,2,6.18,Auckland,115,22,26.0
23178,450,South Africa,Australia,1,181,7,9.7,Johannesburg,201,8,25.0
26541,482,India,Pakistan,2,157,5,7.85,Johannesburg,157,0,26.0
48083,715,Australia,Sri Lanka,0,60,7,5.62,Sydney,137,56,28.0
51103,751,Sri Lanka,Pakistan,1,127,6,6.99,Dubai,145,11,28.0
28630,503,Australia,New Zealand,4,23,10,9.2,Sydney,150,105,31.0
64385,960,Sri Lanka,Pakistan,0,127,6,7.06,Mirpur,150,12,28.0
58364,866,Australia,India,0,57,9,9.5,Sydney,197,84,27.0
34516,566,Australia,India,1,167,7,10.02,Barbados,184,20,27.0
48542,720,West Indies,Bangladesh,1,87,8,7.91,Mirpur,197,54,29.0
44151,667,India,South Africa,2,73,6,6.54,Colombo,152,53,26.0
12256,152,New Zealand,India,0,127,5,7.94,Auckland,158,24,25.0
29328,513,Australia,Sri Lanka,6,93,5,6.41,Nottingham,159,33,29.0
61158,911,South Africa,England,1,98,9,13.07,Mumbai,229,75,29.0
43477,662,South Africa,Australia,1,9,8,3.6,Colombo,146,105,33.0
38949,614,New Zealand,Pakistan,1,147,6,8.82,Hamilton,185,20,34.0
28470,501,Australia,South Africa,1,155,4,9.39,Melbourne,182,21,34.0
29986,521,India,West Indies,4,145,3,7.37,London,153,2,37.0
5404,71,Pakistan,New Zealand,0,30,9,7.5,Mount Maunganui,181,96,38.0
17354,243,New Zealand,India,0,178,6,10.37,Auckland,203,17,39.0
40664,630,New Zealand,South Africa,0,101,8,7.58,Hamilton,173,40,42.0
30147,523,New Zealand,Pakistan,1,38,7,6.16,London,99,83,44.0
53110,795,Australia,West Indies,1,35,9,8.4,Mirpur,178,95,44.0
54385,807,India,Sri Lanka,1,46,9,5.87,Mirpur,130,73,43.0
24500,466,New Zealand,Sri Lanka,0,102,6,8.05,Johannesburg,164,44,44.0
25797,476,India,England,2,218,6,10.9,Durban,218,0,43.0
55675,820,South Africa,West Indies,4,105,10,9.13,Durban,195,51,45.0
2364,27,West Indies,Pakistan,1,98,5,5.16,Abu Dhabi,103,6,46.0
43802,664,West Indies,New Zealand,1,104,4,7.34,Pallekele,139,35,47.0
25640,475,New Zealand,South Africa,1,130,6,8.12,Durban,153,24,46.0
42599,653,India,England,1,166,7,8.37,Colombo,170,1,47.0
63285,928,England,West Indies,1,115,3,7.58,Kolkata,155,29,46.0
25307,473,Australia,Pakistan,1,14,9,6.46,Johannesburg,164,107,45.0
13292,161,West Indies,India,1,22,9,7.33,Kolkata,109,102,43.0
41755,643,West Indies,Bangladesh,0,71,8,6.26,Mirpur,132,52,42.0
48213,716,Sri Lanka,Australia,6,71,7,6.26,Melbourne,161,52,42.0
22079,442,South Africa,England,0,4,10,2.67,Cape Town,191,111,42.0
16564,237,India,West Indies,0,5,10,5.0,Mumbai,240,114,47.0
9350,120,South Africa,Sri Lanka,0,84,3,6.38,Colombo,98,41,44.0
62331,921,New Zealand,Bangladesh,1,1,10,3.0,Kolkata,145,118,49.0
57348,835,Pakistan,Bangladesh,0,6,10,3.0,Mirpur,141,108,57.0
30876,531,Sri Lanka,West Indies,1,44,10,7.33,London,158,84,50.0
34301,565,South Africa,New Zealand,1,6,10,5.14,Barbados,170,113,50.0
23272,451,Australia,England,1,153,6,10.93,Sydney,221,36,46.0
54578,808,South Africa,Pakistan,1,141,3,7.36,Johannesburg,153,5,45.0
3195,37,New Zealand,Australia,0,93,4,8.72,Auckland,150,56,41.0
8411,101,India,Bangladesh,0,0,10,0.0,Colombo,176,118,40.0
8493,101,India,Bangladesh,4,104,9,7.61,Colombo,176,38,40.0
8706,103,Bangladesh,India,1,59,7,7.38,Colombo,166,72,40.0
8116,98,Bangladesh,India,1,95,6,6.79,Colombo,139,36,40.0
8228,99,Sri Lanka,Bangladesh,0,110,9,10.15,Colombo,214,55,44.0
63842,954,Pakistan,India,0,35,7,5.12,Mirpur,83,79,50.0
41918,646,India,Afghanistan,2,128,6,7.31,Colombo,159,15,53.0
48411,719,New Zealand,Sri Lanka,0,10,9,2.5,Pallekele,74,96,57.0
3808,54,Bangladesh,Sri Lanka,1,76,6,7.6,Colombo,155,60,60.0
47955,714,Australia,Pakistan,1,96,10,10.29,Dubai,168,64,61.0
39990,623,Sri Lanka,Australia,4,36,9,9.39,Pallekele,198,97,58.0
35301,573,New Zealand,England,4,17,10,7.29,St Lucia,149,106,53.0
35031,570,West Indies,India,1,160,8,8.57,Barbados,169,8,53.0
8765,103,Bangladesh,India,4,140,4,7.92,Colombo,166,14,47.0
50632,748,Pakistan,South Africa,0,4,7,1.85,Dubai,98,107,59.0
30182,523,New Zealand,Pakistan,3,72,6,6.0,London,99,48,59.0
15644,224,Australia,South Africa,1,125,8,9.62,Cape Town,193,42,61.0
40858,632,India,England,0,26,8,5.03,Kolkata,120,89,63.0
58578,868,England,Pakistan,1,3,10,4.5,Dubai,172,116,62.0
19918,309,Pakistan,England,1,133,7,9.07,Manchester,190,32,63.0
43329,660,New Zealand,England,4,124,5,6.89,Pallekele,148,12,66.0
8322,100,Sri Lanka,India,1,51,8,9.56,Colombo,152,88,57.0
60191,892,South Africa,Sri Lanka,1,10,10,8.57,Centurion,126,113,57.0
16867,239,New Zealand,England,0,96,6,9.44,Wellington,176,59,56.0
35565,575,West Indies,Australia,0,35,9,7.5,St Lucia,105,92,59.0
26752,484,India,Australia,1,61,3,4.26,Melbourne,74,34,60.0
5951,78,England,India,0,110,5,7.67,Manchester,159,34,59.0
64613,963,Australia,Sri Lanka,6,263,8,13.26,Pallekele,263,1,56.0
56817,829,England,South Africa,0,144,7,9.0,Johannesburg,171,24,51.0
40670,630,New Zealand,South Africa,1,110,8,7.67,Hamilton,173,34,52.0
7037,88,India,South Africa,0,28,9,8.84,Centurion,188,101,48.0
40409,626,Australia,India,0,77,6,6.79,Melbourne,131,52,49.0
43234,660,New Zealand,England,1,11,9,4.12,Pallekele,148,104,46.0
38464,608,New Zealand,Sri Lanka,0,77,2,4.86,Lauderhill,81,25,45.0
55889,822,England,New Zealand,1,60,9,10.0,Manchester,191,84,47.0
52502,788,Pakistan,Australia,4,49,8,6.68,Mirpur,191,76,47.0
52824,790,South Africa,New Zealand,1,141,5,7.76,Chittagong,170,11,50.0
39411,618,Pakistan,South Africa,0,80,6,6.96,Abu Dhabi,119,51,50.0
57756,858,Australia,South Africa,0,72,7,9.39,Durban,157,74,47.0
4989,67,New Zealand,West Indies,1,87,8,14.11,Mount Maunganui,102,83,43.0
12174,152,New Zealand,India,1,17,9,6.0,Auckland,158,103,45.0
43468,662,South Africa,Australia,0,2,9,2.0,Colombo,146,114,42.0
43429,661,West Indies,Sri Lanka,0,81,7,5.59,Pallekele,129,33,39.0
46511,699,New Zealand,England,0,115,9,10.15,London,201,52,39.0
41449,641,England,Pakistan,0,12,10,6.55,Dubai,150,109,38.0
34606,567,Sri Lanka,West Indies,1,97,9,8.56,Barbados,195,52,38.0
49006,734,South Africa,Sri Lanka,0,23,7,3.94,Colombo,115,85,39.0
24322,465,India,Pakistan,0,19,8,4.75,Durban,141,96,41.0
29088,509,India,Bangladesh,1,140,8,8.32,Nottingham,180,19,40.0
30302,525,England,India,6,92,8,7.08,London,153,42,40.0
5310,70,Pakistan,New Zealand,6,94,10,9.56,Auckland,201,61,35.0
64579,963,Australia,Sri Lanka,0,167,8,11.65,Pallekele,263,34,38.0
48019,714,Australia,Pakistan,1,168,3,8.4,Dubai,168,0,38.0
24703,468,New Zealand,India,1,47,9,8.06,Johannesburg,190,85,32.0
19525,306,England,Australia,1,40,9,5.71,Southampton,145,78,35.0
60,2,Australia,Sri Lanka,1,75,10,7.5,Melbourne,168,60,33.0
57961,860,South Africa,Australia,1,7,10,7.0,Cape Town,178,114,25.0
51392,766,West Indies,New Zealand,0,27,9,5.79,Wellington,159,92,26.0
